"code8","commonName","object","krugerCode","scientificName","genus","specEpith","subSp","class","order","family","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","det_invert","det_mamsBirds","det_reptAmph","det_fish","det_vertUnkn","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_mastSoft","det_mastHard","det_mastConifers","det_mastPods","det_mastSamaras","foraging_stratum","activity_cycle","freshwater","marine","terrestrial","aerial","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","TEE_kcal_d","logBodyMass"
"syncerusCaffer","African buffalo","","b","Syncerus caffer","Syncerus","caffer","","mammal","Artiodactyla","Bovidae",646332.99,583.286,2962.93,NA,10877,1683.65,1475,1674,1460,333.355,NA,1.08,0.4,636.439,43431.25,289,166000,4169.76,37.244,2.986,0,1,63.73,12,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,4000,0,4000,0,"mainland",1,0,"Afrotropical",5,23921.2263,5.81045632366104
"giraffaCamelopa","Nubian giraffe","","","Giraffa camelopardalis","Giraffa","camelopardalis","","mammal","Artiodactyla","Giraffidae",8e+05,638.6,4450.515,NA,14417.5,1633.59,1380.269,1644,1825,456.125,4,1.12,0.54,613.745,58500,182.455,NA,5251.012,41.88,0.832,0,1,81.52,100,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,27968.85268,5.90308998699194
"giraffaCamelopa","Nubian giraffe","","","Giraffa camelopardalis","Giraffa","camelopardalis","","mammal","Artiodactyla","Giraffidae",8e+05,638.6,4450.515,NA,14417.5,1633.59,1380.269,1644,1825,456.125,4,1.12,0.54,613.745,58500,182.455,NA,5251.012,41.88,0.832,0,1,81.52,100,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,27968.85268,5.90308998699194
"giraffaCamelopa","Nubian giraffe","","","Giraffa camelopardalis","Giraffa","camelopardalis","","mammal","Artiodactyla","Giraffidae",8e+05,638.6,4450.515,NA,14417.5,1633.59,1380.269,1644,1825,456.125,4,1.12,0.54,613.745,58500,182.455,NA,5251.012,41.88,0.832,0,1,81.52,100,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,27968.85268,5.90308998699194
"giraffaCamelopa","Nubian giraffe","","","Giraffa camelopardalis","Giraffa","camelopardalis","","mammal","Artiodactyla","Giraffidae",8e+05,638.6,4450.515,NA,14417.5,1633.59,1380.269,1644,1825,456.125,4,1.12,0.54,613.745,58500,182.455,NA,5251.012,41.88,0.832,0,1,81.52,100,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,27968.85268,5.90308998699194
"giraffaCamelopa","Nubian giraffe","","","Giraffa camelopardalis","Giraffa","camelopardalis","","mammal","Artiodactyla","Giraffidae",8e+05,638.6,4450.515,NA,14417.5,1633.59,1380.269,1644,1825,456.125,4,1.12,0.54,613.745,58500,182.455,NA,5251.012,41.88,0.832,0,1,81.52,100,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,27968.85268,5.90308998699194
"giraffaCamelopa","Nubian giraffe","","","Giraffa camelopardalis","Giraffa","camelopardalis","","mammal","Artiodactyla","Giraffidae",8e+05,638.6,4450.515,NA,14417.5,1633.59,1380.269,1644,1825,456.125,4,1.12,0.54,613.745,58500,182.455,NA,5251.012,41.88,0.832,0,1,81.52,100,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,27968.85268,5.90308998699194
"giraffaCamelopa","Nubian giraffe","","","Giraffa camelopardalis","Giraffa","camelopardalis","","mammal","Artiodactyla","Giraffidae",8e+05,638.6,4450.515,NA,14417.5,1633.59,1380.269,1644,1825,456.125,4,1.12,0.54,613.745,58500,182.455,NA,5251.012,41.88,0.832,0,1,81.52,100,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,27968.85268,5.90308998699194
"giraffaCamelopa","Nubian giraffe","","","Giraffa camelopardalis","Giraffa","camelopardalis","","mammal","Artiodactyla","Giraffidae",8e+05,638.6,4450.515,NA,14417.5,1633.59,1380.269,1644,1825,456.125,4,1.12,0.54,613.745,58500,182.455,NA,5251.012,41.88,0.832,0,1,81.52,100,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,27968.85268,5.90308998699194
"giraffaCamelopa","Nubian giraffe","","","Giraffa camelopardalis","Giraffa","camelopardalis","","mammal","Artiodactyla","Giraffidae",8e+05,638.6,4450.515,NA,14417.5,1633.59,1380.269,1644,1825,456.125,4,1.12,0.54,613.745,58500,182.455,NA,5251.012,41.88,0.832,0,1,81.52,100,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,27968.85268,5.90308998699194
"potamochPorcus","","","","Potamochoerus porcus","Potamochoerus","porcus","","mammal","Artiodactyla","Suidae",71000,155.6,1434.65,NA,8227.708,1113.7,1096,1096,1234.7,120,6,3,1.1,364.75,762,91.154,NA,3134.384,11.053,0.86,0,1,NA,10.56,0,10,10,0,0,0,40,0,0,40,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,4740.097161,4.85125834871908
"potamochLarvatus","bushpig","","bv","Potamochoerus larvatus","Potamochoerus","larvatus","","mammal","Artiodactyla","Suidae",70500.155,151.136,1434.65,NA,8227.708,1096,1096,1096,548,120.865,NA,3,1.1,364.75,762,91.154,NA,2077.387,11.011,0.159,0,1,4.47,8,0,10,10,0,0,0,40,0,0,40,NA,NA,NA,NA,NA,"omnivore",1,0,0,1,0,4000,NA,NA,0,"mainland",1,0,"Afrotropical",2,4715.616772,4.84819007182219
"hylochoeMeinertz","","","","Hylochoerus meinertzhageni","Hylochoerus","meinertzhageni","","mammal","Artiodactyla","Suidae",200315.235,220.001,2064.375,NA,6570,521.59,527.11,517,532.29,142.307,6,4.35,1.1,364.75,1250,65.65,NA,2283.226,19.555,1.5,0,1,NA,10,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,10137.39051,5.3017139808703
"phacochoAethiopi","","","","Phacochoerus aethiopicus","Phacochoerus","aethiopicus","","mammal","Artiodactyla","Suidae",73303.76,125,1500,NA,6862,631.12,597.854,NA,730,166.856,NA,3.365,1.305,364.75,682.365,106.336,NA,2508.28,11.249,5.162,0,1,1.35,2,0,0,0,0,0,10,10,0,0,80,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,1690,0,1690,0,"mainland",0,0,"Afrotropical",2,4852.337831,4.86512625165847
"phacochoAfricanu","warthog","","v","Phacochoerus africanus","Phacochoerus","africanus","","mammal","Artiodactyla","Suidae",91249.995,132.5,1355.54,NA,7628.5,578,578,578,578,168.245,4,3,1.5,425.708,660,84,NA,2206.302,12.689,0.577,0,1,1.55,NA,0,0,0,0,0,10,10,0,0,80,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,3500,0,3500,0,"mainland",1,0,"Afrotropical",3,5697.110661,4.96023284933155
"ceratothSimum","white rhino","","wr","Ceratotherium simum","Ceratotherium","simum","","mammal","Perissodactyla","Rhinocerotidae",2230000,1344.886,3393.405,NA,18250,2741.23,2026.125,1643,2463.75,515,NA,1,0.42,987.449,51166.67,365,274482.35,6865.346,73.599,0.776,0,1,19.09,NA,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,59288.79642,6.34830486304816
"ceratothSimum","white rhino","","wr","Ceratotherium simum","Ceratotherium","simum","","mammal","Perissodactyla","Rhinocerotidae",2230000,1344.886,3393.405,NA,18250,2741.23,2026.125,1643,2463.75,515,NA,1,0.42,987.449,51166.67,365,274482.35,6865.346,73.599,0.776,0,1,19.09,NA,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,59288.79642,6.34830486304816
"dicerosBicornis","black rhino","","sr","Diceros bicornis","Diceros","bicornis","","mammal","Perissodactyla","Rhinocerotidae",995940.54,790.5,3299.995,NA,17973.208,2199.16,1826,2254,2053.12,474,NA,1,0.4,1053.463,34999.99,606.285,426865.48,6205,47.243,0.142,0,1,11.48,1,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,32840.16018,5.99823341079244
"dicerosBicornis","black rhino","","sr","Diceros bicornis","Diceros","bicornis","","mammal","Perissodactyla","Rhinocerotidae",995940.54,790.5,3299.995,NA,17973.208,2199.16,1826,2254,2053.12,474,NA,1,0.4,1053.463,34999.99,606.285,426865.48,6205,47.243,0.142,0,1,11.48,1,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,32840.16018,5.99823341079244
"dicerosBicornis","black rhino","","sr","Diceros bicornis","Diceros","bicornis","","mammal","Perissodactyla","Rhinocerotidae",995940.54,790.5,3299.995,NA,17973.208,2199.16,1826,2254,2053.12,474,NA,1,0.4,1053.463,34999.99,606.285,426865.48,6205,47.243,0.142,0,1,11.48,1,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,32840.16018,5.99823341079244
"equusGrevyi","Grevys zebra","","","Equus grevyi","Equus","grevyi","","mammal","Perissodactyla","Equidae",384000,595.65,2850,NA,11384.958,1341.92,1341.92,1461,1642.5,405.714,NA,1,0.5,574.606,40000,275.399,NA,2190,27.97,2.27,0,1,NA,NA,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,2300,300,2000,0,"mainland",0,0,"Afrotropical",1,16332.63868,5.58433122436753
"equusZebra","mountain zebra","","","Equus zebra","Equus","zebra","","mammal","Perissodactyla","Equidae",296000,548,2475,NA,12118,963.17,1009,1279,1633.37,363.49,NA,1,0.6,661.522,30000,304,117097.78,4024.699,24.239,0.029,0,1,7.4,13,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,2000,0,2000,0,"mainland",1,0,"Afrotropical",3,13496.14374,5.47129171105894
"equusZebra","mountain zebra","","","Equus zebra","Equus","zebra","","mammal","Perissodactyla","Equidae",296000,548,2475,NA,12118,963.17,1009,1279,1633.37,363.49,NA,1,0.6,661.522,30000,304,117097.78,4024.699,24.239,0.029,0,1,7.4,13,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,2000,0,2000,0,"mainland",1,0,"Afrotropical",3,13496.14374,5.47129171105894
"smutsiaTemminck","","","","Smutsia temminckii","Smutsia","temminckii","","mammal","Pholidota","Manidae",9586.87,44.504,488.71,NA,1152.792,755.15,755.15,NA,895.109,139.959,2,1,1,364.75,341.48,47.44,948.7,3285,19.676,NA,0,2,10.22,1,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",3,1092.624551,3.9816768382855
"smutsiaGigantea","","","","Smutsia gigantea","Smutsia","gigantea","","mammal","Pholidota","Manidae",32999.85,86.788,1006.895,NA,1669.875,755.15,755.15,NA,782.136,133.475,NA,1.317,1,364.75,499.995,99.131,5999.995,1825,36.057,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,2703.444261,4.51851196580757
"nandiniaBinotata","","","","Nandinia binotata","Nandinia","binotata","","mammal","Carnivora","Nandiniidae",2167.2,17.912,539.255,NA,7741.042,1015,1095,1095,1079.675,64.829,4,2,2,182.125,55.5,64,NA,2850.514,1.622,0.07,0,2,0.55,NA,10,10,0,0,0,0,80,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,2500,0,2500,0,"mainland",1,0,"Afrotropical",4,367.4348719,3.33589899202511
"acinonyxJubatus","cheetah","","j","Acinonyx jubatus","Acinonyx","jubatus","","mammal","Carnivora","Felidae",50577.92,115.012,1490.215,NA,7482.5,741.97,598.985,456,1217.27,90.12,12,3.04,0.7,541.879,465.33,107,1940,2190,44.448,0.021,0,1,88.27,NA,0,100,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"carnivore",3,0,0,1,0,4000,0,4000,NA,"mainland",NA,NA,"Afrotropical, Palearctic",4,3696.859891,4.70396096516069
"felisSilvestr","","","","Felis silvestris","Felis","silvestris","","mammal","Carnivora","Felidae",5036.54,37.931,624.255,NA,10220,350.76,307.832,304,365,64.719,NA,3.69,2.02,131.035,100.935,81.505,636.895,2905.4,14.354,0.36,0,1,1.29,NA,10,80,10,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,2250,0,2250,0,"mainland",1,0,"Afrotropical, Palearctic",5,681.6991516,3.70213228745005
"felisSilvestr","","","","Felis silvestris","Felis","silvestris","","mammal","Carnivora","Felidae",5036.54,37.931,624.255,NA,10220,350.76,307.832,304,365,64.719,NA,3.69,2.02,131.035,100.935,81.505,636.895,2905.4,14.354,0.36,0,1,1.29,NA,10,80,10,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,2250,0,2250,0,"mainland",1,0,"Afrotropical, Palearctic",5,681.6991516,3.70213228745005
"felisSilvestr","","","","Felis silvestris","Felis","silvestris","","mammal","Carnivora","Felidae",5036.54,37.931,624.255,NA,10220,350.76,307.832,304,365,64.719,NA,3.69,2.02,131.035,100.935,81.505,636.895,2905.4,14.354,0.36,0,1,1.29,NA,10,80,10,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,2250,0,2250,0,"mainland",1,0,"Afrotropical, Palearctic",5,681.6991516,3.70213228745005
"felisSilvestr","","","","Felis silvestris","Felis","silvestris","","mammal","Carnivora","Felidae",5036.54,37.931,624.255,NA,10220,350.76,307.832,304,365,64.719,NA,3.69,2.02,131.035,100.935,81.505,636.895,2905.4,14.354,0.36,0,1,1.29,NA,10,80,10,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,2250,0,2250,0,"mainland",1,0,"Afrotropical, Palearctic",5,681.6991516,3.70213228745005
"felisSilvestr","","","","Felis silvestris","Felis","silvestris","","mammal","Carnivora","Felidae",5036.54,37.931,624.255,NA,10220,350.76,307.832,304,365,64.719,NA,3.69,2.02,131.035,100.935,81.505,636.895,2905.4,14.354,0.36,0,1,1.29,NA,10,80,10,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,2250,0,2250,0,"mainland",1,0,"Afrotropical, Palearctic",5,681.6991516,3.70213228745005
"felisMargarit","","","","Felis margarita","Felis","margarita","","mammal","Carnivora","Felidae",2750,24.154,541.665,NA,5073.5,273.962,273.962,NA,365,66.959,NA,4.5,2,197.565,55.5,66.363,NA,1730.465,10.671,NA,0,1,NA,NA,0,90,10,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical, Palearctic",1,437.5089395,3.43933269383026
"felisNigripes","","","","Felis nigripes","Felis","nigripes","","mammal","Carnivora","Felidae",2125,20.813,450.025,NA,5694,284.58,445,434,351.33,66.959,6,1.91,4,227.964,72,67.23,NA,1685.379,9.404,NA,0,1,NA,NA,0,80,20,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,362.1774136,3.32735893438633
"leptailuServal","","","","Leptailurus serval","Leptailurus","serval","","mammal","Carnivora","Felidae",11999.96,59.027,916.255,NA,8395,887.95,821,NA,851.66,71.829,4,2.35,2.5,179.127,254,127.831,NA,3018.059,21.964,NA,0,1,1.84,NA,0,100,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"graze",1,1,0,1,0,3800,NA,NA,0,"mainland",1,0,"Afrotropical, Palearctic",4,1288.04452,4.07917979839694
"caracalAurata","","","","Caracal aurata","Caracal","aurata","","mammal","Carnivora","Felidae",10650,60.057,906.805,NA,7665,650.61,650.61,NA,365,81.34,4,2,1.854,237.139,248.33,119.32,NA,1825,20.716,0.07,0,1,NA,NA,0,100,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"S",2,0,0,1,0,3600,0,3600,NA,"mainland",NA,NA,"Afrotropical",1,1180.169883,4.02734960777476
"pantheraLeo","lion","","l","Panthera leo","Panthera","leo","","mammal","Carnivora","Felidae",149061.965,236.878,2167.58,NA,10950,987.77,1095,1095,1047.55,109,4,2.825,1,689.028,1300,216,8480,2190,75.485,0.14,0,1,55.19,NA,0,90,0,0,0,10,0,0,0,0,NA,NA,NA,NA,NA,"carnivore",2,0,0,1,0,4200,0,4200,0,"mainland",1,0,"Afrotropical, Indomalayan, Palearctic",4,8163.202285,5.17336684199172
"pantheraLeo","lion","","l","Panthera leo","Panthera","leo","","mammal","Carnivora","Felidae",149061.965,236.878,2167.58,NA,10950,987.77,1095,1095,1047.55,109,4,2.825,1,689.028,1300,216,8480,2190,75.485,0.14,0,1,55.19,NA,0,90,0,0,0,10,0,0,0,0,NA,NA,NA,NA,NA,"carnivore",2,0,0,1,0,4200,0,4200,0,"mainland",1,0,"Afrotropical, Indomalayan, Palearctic",4,8163.202285,5.17336684199172
"pantheraLeo","lion","","l","Panthera leo","Panthera","leo","","mammal","Carnivora","Felidae",149061.965,236.878,2167.58,NA,10950,987.77,1095,1095,1047.55,109,4,2.825,1,689.028,1300,216,8480,2190,75.485,0.14,0,1,55.19,NA,0,90,0,0,0,10,0,0,0,0,NA,NA,NA,NA,NA,"carnivore",2,0,0,1,0,4200,0,4200,0,"mainland",1,0,"Afrotropical, Indomalayan, Palearctic",4,8163.202285,5.17336684199172
"pantheraLeo","lion","","l","Panthera leo","Panthera","leo","","mammal","Carnivora","Felidae",149061.965,236.878,2167.58,NA,10950,987.77,1095,1095,1047.55,109,4,2.825,1,689.028,1300,216,8480,2190,75.485,0.14,0,1,55.19,NA,0,90,0,0,0,10,0,0,0,0,NA,NA,NA,NA,NA,"carnivore",2,0,0,1,0,4200,0,4200,0,"mainland",1,0,"Afrotropical, Indomalayan, Palearctic",4,8163.202285,5.17336684199172
"pantheraLeo","lion","","l","Panthera leo","Panthera","leo","","mammal","Carnivora","Felidae",149061.965,236.878,2167.58,NA,10950,987.77,1095,1095,1047.55,109,4,2.825,1,689.028,1300,216,8480,2190,75.485,0.14,0,1,55.19,NA,0,90,0,0,0,10,0,0,0,0,NA,NA,NA,NA,NA,"carnivore",2,0,0,1,0,4200,0,4200,0,"mainland",1,0,"Afrotropical, Indomalayan, Palearctic",4,8163.202285,5.17336684199172
"pantheraLeo","lion","","l","Panthera leo","Panthera","leo","","mammal","Carnivora","Felidae",149061.965,236.878,2167.58,NA,10950,987.77,1095,1095,1047.55,109,4,2.825,1,689.028,1300,216,8480,2190,75.485,0.14,0,1,55.19,NA,0,90,0,0,0,10,0,0,0,0,NA,NA,NA,NA,NA,"carnivore",2,0,0,1,0,4200,0,4200,0,"mainland",1,0,"Afrotropical, Indomalayan, Palearctic",4,8163.202285,5.17336684199172
"pantheraPardus","leopard","","lp","Panthera pardus","Panthera","pardus","","mammal","Carnivora","Felidae",53074.995,134.015,1643.855,NA,9964.5,810.68,937,771,1147.01,97,4,2.14,1,459.87,550,110,1940,3400.645,45.51,0.066,0,1,18.78,NA,0,100,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"carnivore",1,0,0,1,0,5200,0,5200,NA,"mainland",NA,NA,"Afrotropical, Indomalayan, Palearctic",6,3829.762595,4.72488996192475
"pantheraPardus","leopard","","lp","Panthera pardus","Panthera","pardus","","mammal","Carnivora","Felidae",53074.995,134.015,1643.855,NA,9964.5,810.68,937,771,1147.01,97,4,2.14,1,459.87,550,110,1940,3400.645,45.51,0.066,0,1,18.78,NA,0,100,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"carnivore",1,0,0,1,0,5200,0,5200,NA,"mainland",NA,NA,"Afrotropical, Indomalayan, Palearctic",6,3829.762595,4.72488996192475
"pantheraPardus","leopard","","lp","Panthera pardus","Panthera","pardus","","mammal","Carnivora","Felidae",53074.995,134.015,1643.855,NA,9964.5,810.68,937,771,1147.01,97,4,2.14,1,459.87,550,110,1940,3400.645,45.51,0.066,0,1,18.78,NA,0,100,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"carnivore",1,0,0,1,0,5200,0,5200,NA,"mainland",NA,NA,"Afrotropical, Indomalayan, Palearctic",6,3829.762595,4.72488996192475
"pantheraPardus","leopard","","lp","Panthera pardus","Panthera","pardus","","mammal","Carnivora","Felidae",53074.995,134.015,1643.855,NA,9964.5,810.68,937,771,1147.01,97,4,2.14,1,459.87,550,110,1940,3400.645,45.51,0.066,0,1,18.78,NA,0,100,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"carnivore",1,0,0,1,0,5200,0,5200,NA,"mainland",NA,NA,"Afrotropical, Indomalayan, Palearctic",6,3829.762595,4.72488996192475
"civetticCivetta","","","","Civettictis civetta","Civettictis","civetta","","mammal","Carnivora","Viverridae",13666.67,38.953,840.07,NA,10220,286.24,365,213,395.41,68.4,4,2.31,2.2,216.422,380.5,120,1514,3244.541,4.466,1,0,1,NA,NA,10,20,20,0,0,10,20,0,0,20,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,5000,0,5000,0,"mainland",1,0,"Afrotropical",4,1416.860845,4.13566270792554
"poianaLeighton","","","","Poiana leightoni","Poiana","leightoni","","mammal","Carnivora","Viverridae",570.08,11.616,381.43,NA,2065.292,NA,561.169,NA,730,60.863,NA,2.23,1.711,218.397,NA,69.368,NA,1095,0.778,NA,0,1,NA,NA,40,40,0,0,0,0,0,0,0,20,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,138.0782746,2.75593580500694
"poianaRichards","","","","Poiana richardsonii","Poiana","richardsonii","","mammal","Carnivora","Viverridae",570.08,12.785,381.43,NA,2065.292,NA,550.247,NA,639,60.614,NA,2.23,1.74,216.469,NA,70.187,NA,1018.223,0.778,1,0,1,NA,NA,20,20,0,0,0,0,0,0,40,20,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,138.0782746,2.75593580500694
"genettaMaculata","","","","Genetta maculata","Genetta","maculata","","mammal","Carnivora","Viverridae",2225,19.4,555.231,NA,7528.125,NA,926.17,NA,912,72.228,NA,2.3,1.918,250.235,NA,71.793,NA,2764.52,1.646,NA,0,1,NA,NA,10,70,20,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,3400,0,3400,0,"mainland",1,0,"Afrotropical",4,374.5917155,3.34733001531695
"genettaAbyssini","","","","Genetta abyssinica","Genetta","abyssinica","","mammal","Carnivora","Viverridae",1405.48,17.762,501.425,NA,5040.042,NA,779.081,NA,840,76.243,NA,1.853,1.822,242.979,NA,80.377,NA,2713.4,1.278,NA,0,1,NA,NA,10,70,20,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,3750,0,3750,0,"mainland",1,0,"Afrotropical",2,267.5104184,3.1478246699709
"genettaTigrina","","","","Genetta tigrina","Genetta","tigrina","","mammal","Carnivora","Viverridae",1760,15.854,561.685,NA,7774.5,841.82,1151.41,NA,912.56,70.612,4,2.5,2,303.952,71.5,59.046,NA,2498.982,1.447,NA,0,1,0.04,NA,10,70,20,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,0,NA,0,"mainland",1,0,"Afrotropical",3,315.454142,3.24551266781415
"genettaPoensis","","","","Genetta poensis","Genetta","poensis","","mammal","Carnivora","Viverridae",1820,25.64,561.685,NA,7774.5,1151.41,1151.41,NA,1095,70.612,NA,2.355,2,303.952,71.5,59.046,NA,3423.7,8.717,NA,0,1,NA,NA,20,70,0,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,323.3004583,3.26007138798507
"genettaPardina","","","","Genetta pardina","Genetta","pardina","","mammal","Carnivora","Viverridae",1820,15.4,561.685,NA,7774.5,1151.41,1151.41,NA,1278,70.612,NA,2.355,2,303.952,71.5,59.046,NA,4294.58,1.473,NA,0,1,NA,NA,20,70,0,0,0,0,10,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",3,323.3004583,3.26007138798507
"genettaThierryi","","","","Genetta thierryi","Genetta","thierryi","","mammal","Carnivora","Viverridae",1400,18.118,499.32,NA,1791.542,NA,726.227,NA,800,72.303,NA,2.004,1.803,249.14,NA,71.773,NA,2198.09,7.665,NA,0,1,NA,NA,10,70,20,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",3,266.7455834,3.14612803567824
"genettaServalin","","","","Genetta servalina","Genetta","servalina","","mammal","Carnivora","Viverridae",1175.84,15.571,533.195,NA,5192.125,NA,682.925,NA,730,75.526,NA,1.5,1.815,248.58,NA,72.962,NA,2211.9,1.159,NA,0,1,NA,NA,10,70,20,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,3500,0,3500,0,"mainland",1,0,"Afrotropical",2,234.7243893,3.07034823003557
"genettaVictoria","","","","Genetta victoriae","Genetta","victoriae","","mammal","Carnivora","Viverridae",2743.69,27.809,575.39,NA,8154.946,NA,968.293,NA,1095,78.375,NA,1.974,1.838,252.534,NA,82.129,NA,3212,10.659,NA,0,1,NA,NA,10,70,20,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,1800,NA,NA,0,"mainland",0,0,"Afrotropical",1,436.7729672,3.43833504038207
"galidiaElegans","","","","Galidia elegans","Galidia","elegans","","mammal","Carnivora","Eupleridae",800,11.085,365.535,NA,9490,742.46,737.16,NA,816.515,76.11,2,1,1,364.75,50,59.27,183,2471.524,0.938,15.85,0,2,0.17,1.75,10,30,20,10,20,0,10,0,0,0,NA,NA,NA,NA,NA,"S",3,0,0,1,0,1950,0,1950,1,"isolated islands",1,0,"Afrotropical",1,177.0005645,2.90308998699194
