"code8","commonName","object","krugerCode","scientificName","genus","specEpith","subSp","class","order","family","adult_mass_g","brain_mass_g","adult_body_length_mm","adult_forearm_length_mm","max_longevity_d","maturity_d","female_maturity_d","male_maturity_d","age_first_reproduction_d","gestation_length_d","teat_number_n","litter_size_n","litters_per_year_n","interbirth_interval_d","neonate_mass_g","weaning_age_d","weaning_mass_g","generation_length_d","dispersal_km","density_n_km2","hibernation_torpor","fossoriality","home_range_km2","social_group_n","det_invert","det_mamsBirds","det_reptAmph","det_fish","det_vertUnkn","det_scav","det_fruit","det_nect","det_seed","det_plantother","det_mastSoft","det_mastHard","det_mastConifers","det_mastPods","det_mastSamaras","foraging_stratum","activity_cycle","freshwater","marine","terrestrial","aerial","upper_elevation_m","lower_elevation_m","altitude_breadth_m","island_dwelling","island_endemicity","disected_by_mountains","glaciation","biogeographical_realm","habitat_breadth_n","TEE_kcal_d","logBodyMass"
"anomalurDerbianu","","","","Anomalurus derbianus","Anomalurus","derbianus","","mammal","Rodentia","Anomaluridae",770,7.868,356.94,NA,2916.498,NA,348.2,NA,366.857,54.704,NA,1.17,2,150.467,160,58.359,NA,1298.473,0.918,40.5,0,2,0.04,1,10,0,0,0,0,0,40,10,0,40,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,172.1111682,2.88649072517248
"anomalurPusillus","","","","Anomalurus pusillus","Anomalurus","pusillus","","mammal","Rodentia","Anomaluridae",250,4.088,196.56,NA,2343.98,NA,296.33,NA,311.592,40.583,NA,2.061,1.925,124.468,NA,45.201,NA,1035.888,0.495,5,0,2,NA,NA,10,0,0,0,0,0,40,10,0,40,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,75.46580905,2.39794000867204
"anomalurPelii","","","","Anomalurus pelii","Anomalurus","pelii","","mammal","Rodentia","Anomaluridae",1650,10.149,430,NA,2905.264,NA,353.106,NA,371.9,49.307,NA,2.5,2,149.93,210,61.197,NA,1322.732,1.396,NA,0,2,NA,NA,10,0,0,0,0,0,40,10,0,40,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,300.8804588,3.21748394421391
"idiurusZenkeri","","","","Idiurus zenkeri","Idiurus","zenkeri","","mammal","Rodentia","Anomaluridae",57.875,1.769,139.542,NA,1900.436,NA,308.259,NA,318.299,46.252,NA,1,1.847,130.861,NA,45.564,NA,977.17,0.221,NA,0,2,NA,NA,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,25.82436533,1.76249100402601
"idiurusMacrotis","","","","Idiurus macrotis","Idiurus","macrotis","","mammal","Rodentia","Anomaluridae",27.23,1.801,91.115,NA,1963.256,NA,310.695,NA,326.376,46.204,NA,0.97,1.834,133.999,NA,45.362,NA,991.364,0.146,300.5,0,2,NA,1,0,0,0,0,0,0,100,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,14.86094464,1.43504764133996
"pedetesCapensis","","","","Pedetes capensis","Pedetes","capensis","","mammal","Rodentia","Pedetidae",2774.625,11.09,415,NA,7315.208,338.33,1034,NA,417.34,78.02,NA,1,3.6,100.931,269.75,46,1300,2168.05,1.858,5.77,0,1,NA,NA,0,0,0,0,0,0,0,0,10,90,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",4,440.3767965,3.4432042950494
"jaculusJaculus","","","","Jaculus jaculus","Jaculus","jaculus","","mammal","Rodentia","Dipodidae",57.4,1.53,102.18,NA,2664.5,240.52,326.883,137,304.16,38,NA,3.24,1.5,91.063,2,51,20,919.856,0.22,NA,1,1,NA,NA,0,0,0,0,0,0,0,0,40,60,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,1500,NA,NA,0,"mainland",1,0,"Afrotropical, Palearctic",4,25.66885673,1.75891189239797
"leimacomBuettner","","","","Leimacomys buettneri","Leimacomys","buettneri","","mammal","Rodentia","Muridae",54.99,1.001,118,NA,1271.457,NA,90.955,NA,119.063,25.928,NA,3.754,3.18,48.614,NA,27.232,NA,583.314,0.215,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,0,80,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",NA,24.87447585,1.74028371968188
"prionomyBatesi","","","","Prionomys batesi","Prionomys","batesi","","mammal","Rodentia","Nesomyidae",12.5,0.971,60,NA,1176.188,NA,123.031,NA,147.455,30.042,NA,3.342,2.899,63.807,NA,32.023,NA,629.278,0.095,NA,0,2,NA,NA,100,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,"Ar",1,0,0,1,0,300,100,200,0,"mainland",0,0,"Afrotropical",1,8.39895682,1.09691001300806
"ammodillImbellis","","","","Ammodillus imbellis","Ammodillus","imbellis","","mammal","Rodentia","Muridae",49.99,0.951,100.745,NA,1299.649,NA,87.932,NA,120.139,26.142,NA,3.652,3.174,46.634,NA,26.843,NA,602.774,0.204,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,23.19591192,1.69888313675259
"nilopegaPlumbeus","","","","Nilopegamys plumbeus","Nilopegamys","plumbeus","","mammal","Rodentia","Muridae",60.5,4.435,132.31,NA,1095,NA,183.497,NA,210.566,39.322,NA,1.985,2.372,94.983,NA,38.975,NA,798.28,1.644,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graze",1,1,0,1,0,2600,2600,0,NA,"mainland",NA,NA,"Afrotropical",1,26.67770796,1.78175537465247
"dendroprRousselo","","","","Dendroprionomys rousseloti","Dendroprionomys","rousseloti","","mammal","Rodentia","Nesomyidae",67.18,1.343,147.556,NA,1390.376,NA,133.981,NA,166.047,35.559,NA,2.372,2.854,69.92,NA,33.148,NA,707.374,1.731,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",NA,28.8060822,1.82723999950565
"microdilPeeli","","","","Microdillus peeli","Microdillus","peeli","","mammal","Rodentia","Muridae",10.18,0.589,73.995,NA,1377.585,NA,93.498,NA,113.456,24.161,NA,3.841,3.32,43.315,NA,25.773,NA,526.811,0.085,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,7.225673715,1.00774777800074
"tachyorySplenden","","","","Tachyoryctes splendens","Tachyoryctes","splendens","","mammal","Rodentia","Spalacidae",202.25,1.88,228.825,NA,1365.708,137.21,144.543,180,187.464,42.921,NA,1.433,2.035,172.882,17.333,37.318,NA,766.035,0.44,3385.42,0,1,0,1,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",5,64.60791172,2.30588853028431
"tachyoryMacrocep","","","","Tachyoryctes macrocephalus","Tachyoryctes","macrocephalus","","mammal","Rodentia","Spalacidae",621.88,4.281,261,NA,1732.558,NA,304.114,NA,327.442,46.22,NA,1,1.828,150.114,NA,51.43,NA,919.239,0.816,6299.99,0,1,NA,1,0,0,0,0,0,0,0,0,0,100,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,4150,3000,1150,0,"mainland",0,0,"Afrotropical",1,147.166025,2.79370658989069
"taterillGracilis","","","","Taterillus gracilis","Taterillus","gracilis","","mammal","Rodentia","Muridae",50.875,1,138.128,NA,1274.458,84.71,88.009,91,115.304,27.295,NA,4.25,3.179,43.265,NA,25.103,NA,574.387,0.206,467.68,0,1,NA,NA,50,0,0,0,0,0,0,0,50,0,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",4,23.49617083,1.70650442223328
"taterillArenariu","","","","Taterillus arenarius","Taterillus","arenarius","","mammal","Rodentia","Muridae",47,1.083,140,NA,967.2,NA,91.043,NA,122.245,28.059,NA,3.524,3.176,44.65,NA,25.455,NA,599.563,0.197,NA,0,1,NA,NA,50,0,0,0,0,0,0,0,50,0,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",2,22.1707569,1.67209785793572
"taterillPygargus","","","","Taterillus pygargus","Taterillus","pygargus","","mammal","Rodentia","Muridae",45.45,0.94,115.855,NA,2993,80.19,78.829,73,105.169,26.34,NA,3.47,5,39.222,2.5,22.827,11,718.992,0.194,3000,0,1,0,NA,50,0,0,0,0,0,0,0,50,0,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",3,21.63249371,1.65753388755799
"merionesArimaliu","","","","Meriones arimalius","Meriones","arimalius","","mammal","Rodentia","Muridae",91.333,1.41,180.293,NA,1488.017,NA,96.493,NA,123.968,24.891,NA,4.518,3.127,44.079,NA,25.794,NA,597.618,0.284,NA,0,1,NA,NA,20,0,0,0,0,0,10,0,20,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical, Palearctic",1,36.07813325,1.96062772308148
"taterillPetteri","","","","Taterillus petteri","Taterillus","petteri","","mammal","Rodentia","Muridae",50.8,1.116,140.865,NA,857.085,NA,90.673,NA,120.866,27.504,NA,3.673,3.176,44.781,NA,25.663,NA,584.234,0.206,NA,0,1,NA,NA,50,0,0,0,0,0,0,0,50,0,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",3,23.47077957,1.70586371228392
"taterillCongicus","","","","Taterillus congicus","Taterillus","congicus","","mammal","Rodentia","Muridae",52,1.134,142.681,NA,425.833,NA,93.209,NA,124.53,27.949,NA,3.63,3.087,48.858,NA,25.604,NA,605.042,0.209,NA,0,1,NA,NA,50,0,0,0,0,0,0,0,50,0,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,23.87585048,1.7160033436348
"taterillTranieri","","","","Taterillus tranieri","Taterillus","tranieri","","mammal","Rodentia","Muridae",46.8,1.035,136.963,NA,958.157,NA,90.51,NA,121.24,27.398,NA,3.712,3.159,43.611,NA,25.53,NA,578.555,0.197,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",3,22.10157308,1.67024585307412
"taterillLacustri","","","","Taterillus lacustris","Taterillus","lacustris","","mammal","Rodentia","Muridae",52,1.112,139.913,NA,425.833,NA,92.202,NA,122.561,27.236,NA,3.63,3.124,47.389,NA,26.04,NA,594.381,0.209,NA,0,1,NA,NA,50,0,0,0,0,0,0,0,50,0,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",3,23.87585048,1.7160033436348
"taterillEmini","","","","Taterillus emini","Taterillus","emini","","mammal","Rodentia","Muridae",52,1.11,139.657,NA,425.833,NA,91.865,NA,122.29,27.268,NA,3.63,3.151,47.001,NA,25.834,NA,594.91,0.209,NA,0,1,NA,NA,50,0,0,0,0,0,0,0,50,0,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",3,23.87585048,1.7160033436348
"gerbilluJuliani","","","","Gerbillus juliani","Gerbillus","juliani","","mammal","Rodentia","Muridae",6.5,0.682,102.163,NA,1367.913,NA,92.226,NA,113.686,23.615,NA,4.134,3.704,38.791,NA,25.674,NA,516.819,0.066,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",3,5.200968208,0.812913356642856
"gerbilluStigmony","","","","Gerbillus stigmonyx","Gerbillus","stigmonyx","","mammal","Rodentia","Muridae",28.4,1.488,130,NA,2670.583,NA,95.574,NA,127.659,24.88,NA,4.158,3.357,44.724,NA,26.453,NA,729.771,0.149,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,15.32628903,1.45331834004704
"gerbilluLowei","","","","Gerbillus lowei","Gerbillus","lowei","","mammal","Rodentia","Muridae",34.71,1.147,129.488,NA,1379.852,NA,92.843,NA,127.482,24.651,NA,4.257,3.154,45.002,NA,26.741,NA,615.66,0.167,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,3000,2300,700,NA,"mainland",NA,NA,"Afrotropical",1,17.75412145,1.54045461367141
"gerbilluHarwoodi","","","","Gerbillus harwoodi","Gerbillus","harwoodi","","mammal","Rodentia","Muridae",63.854,1.187,136.917,NA,879.042,NA,96.224,NA,125.938,25.28,NA,4.267,3.162,44.425,NA,26.391,NA,583.022,0.233,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",3,27.75379425,1.80518810791918
"gerbilluBottai","","","","Gerbillus bottai","Gerbillus","bottai","","mammal","Rodentia","Muridae",35.1,1.822,130,NA,1630.28,NA,98.903,NA,131.129,25.509,NA,4.122,3.189,46.814,NA,26.915,NA,679.26,0.168,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,17.90010529,1.54530711646582
"gerbilluPercival","","","","Gerbillus percivali","Gerbillus","percivali","","mammal","Rodentia","Muridae",16.6,1.188,130,NA,182.5,NA,96.297,NA,130.912,25.797,NA,4.08,3.167,49.164,NA,32.559,NA,606.385,0.111,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,10.33992093,1.22010808804006
"gerbilluSomalicu","","","","Gerbillus somalicus","Gerbillus","somalicus","","mammal","Rodentia","Muridae",28.4,1.483,130,NA,2670.583,NA,95.677,NA,127.688,24.891,NA,4.149,3.351,44.635,NA,26.461,NA,729.479,0.149,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,15.32628903,1.45331834004704
"gerbilluAgag","","","","Gerbillus agag","Gerbillus","agag","","mammal","Rodentia","Muridae",28.345,1.418,130,NA,2156.542,NA,94.105,NA,123.937,24.123,NA,4.1,3.445,44.314,NA,26.303,NA,686.934,0.149,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",NA,15.30453005,1.45247646132699
"gerbilluPoecilop","","","","Gerbillus poecilops","Gerbillus","poecilops","","mammal","Rodentia","Muridae",31.5,1.169,130,NA,1440.978,NA,93.458,NA,127.664,24.409,NA,4.254,3.17,44.764,NA,26.722,NA,623.883,0.158,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",2,16.53528957,1.4983105537896
"gerbilluNanus","","","","Gerbillus nanus","Gerbillus","nanus","","mammal","Rodentia","Muridae",28.133,0.6,96.885,NA,1639.458,NA,85.559,NA,114.445,21.599,NA,4.187,3,41.187,NA,27.79,NA,527.98,0.149,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical, Indomalayan, Palearctic",4,15.2205533,1.44921604620629
"gerbilluPulvinat","","","","Gerbillus pulvinatus","Gerbillus","pulvinatus","","mammal","Rodentia","Muridae",63.854,1.189,130,NA,1258.396,NA,95.168,NA,126.264,24.147,NA,4.274,3.178,43.815,NA,26.469,NA,579.919,0.233,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",4,27.75379425,1.80518810791918
"gerbilluHenleyi","","","","Gerbillus henleyi","Gerbillus","henleyi","","mammal","Rodentia","Muridae",9.85,0.777,130,NA,1314.648,NA,93.78,NA,117.647,24.221,NA,4,3.236,41.454,NA,26.635,NA,525.245,0.084,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical, Palearctic",3,7.053252205,0.993436230497612
"gerbilluNigeriae","","","","Gerbillus nigeriae","Gerbillus","nigeriae","","mammal","Rodentia","Muridae",29.7,1.314,130,NA,2156.542,NA,93.025,NA,123.334,24.002,NA,4.1,3.495,43.969,NA,26.237,NA,689.285,0.153,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",2,15.83737506,1.47275644931721
"gerbilluActicola","","","","Gerbillus acticola","Gerbillus","acticola","","mammal","Rodentia","Muridae",33.9,1.188,131.521,NA,1061.542,NA,93.54,NA,129.247,24.333,NA,4.455,3.214,43.899,NA,26.799,NA,587.165,0.165,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",NA,17.44951493,1.53019969820308
"gerbilluRosalind","","","","Gerbillus rosalinda","Gerbillus","rosalinda","","mammal","Rodentia","Muridae",63.854,1.192,130,NA,1314.054,NA,94.241,NA,124.209,23.91,NA,4.499,3.234,45.359,NA,26.331,NA,597.817,0.233,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",1,27.75379425,1.80518810791918
"gerbilluNancillu","","","","Gerbillus nancillus","Gerbillus","nancillus","","mammal","Rodentia","Muridae",35.94,1.083,130,NA,1612.619,NA,89.125,NA,119.228,23.759,NA,4.336,3.463,42.226,NA,26.657,NA,609.095,0.17,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",3,18.21307054,1.55557807277295
"gerbilluFamulus","","","","Gerbillus famulus","Gerbillus","famulus","","mammal","Rodentia","Muridae",37,1.143,130,NA,1286.178,NA,92.497,NA,125.425,24.312,NA,4.222,3.093,44.413,NA,26.862,NA,595.813,0.173,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical, Palearctic",4,18.60523002,1.56820172406699
"gerbilluWatersi","","","","Gerbillus watersi","Gerbillus","watersi","","mammal","Rodentia","Muridae",10.4,0.858,130,NA,1281.854,NA,94.976,NA,119,24.578,NA,4.076,3.202,40.999,NA,26.781,NA,534.539,0.086,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",3,7.339791689,1.01703333929878
"gerbilluPusillus","","","","Gerbillus pusillus","Gerbillus","pusillus","","mammal","Rodentia","Muridae",12.575,1.194,130,NA,182.5,NA,98.424,NA,129.148,25.633,NA,4.186,3.207,48.217,NA,32.544,NA,588.988,0.096,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",2,8.435860873,1.09950799372797
"gerbilluBurtoni","","","","Gerbillus burtoni","Gerbillus","burtoni","","mammal","Rodentia","Muridae",NA,18.964,499.623,NA,4585.294,NA,602.062,NA,699.579,64.986,NA,2.165,1.915,194.689,NA,88.874,NA,2455.331,3.137,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",NA,NA,NA
"gerbilluMuriculu","","","","Gerbillus muriculus","Gerbillus","muriculus","","mammal","Rodentia","Muridae",33.42,1.149,130,NA,1342.838,NA,93.006,NA,127.582,24.3,NA,4.428,3.205,44.36,NA,26.719,NA,614.074,0.163,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",NA,17.26809081,1.52400644555737
"gerbilluPrincipu","","","","Gerbillus principulus","Gerbillus","principulus","","mammal","Rodentia","Muridae",36.05,1.089,129.546,NA,1240.921,NA,92.571,NA,126.209,24.257,NA,4.394,3.18,44.164,NA,26.809,NA,597.17,0.17,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",NA,18.2539086,1.55690526905545
"gerbilluDunni","","","","Gerbillus dunni","Gerbillus","dunni","","mammal","Rodentia","Muridae",63.854,1.134,132.268,NA,1335.999,NA,91.827,NA,120.789,23.804,NA,4.533,3.346,43.177,NA,26.239,NA,571.454,0.233,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,30,50,NA,NA,NA,NA,NA,"graze",2,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",3,27.75379425,1.80518810791918
"gerbilliBoehmi","","","","Gerbilliscus boehmi","Gerbilliscus","boehmi","","mammal","Rodentia","Muridae",49.033,1.274,200,NA,1400.136,NA,97.409,NA,127.027,26.173,NA,4.06,2.955,63.547,NA,26.312,NA,636.756,0.202,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,20,60,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,NA,"mainland",NA,NA,"Afrotropical",3,22.86962253,1.69048846562202
"gerbilliNigricau","","","","Gerbilliscus nigricaudus","Gerbilliscus","nigricaudus","","mammal","Rodentia","Muridae",118.5,1.676,200,NA,1445.637,NA,108.212,NA,137.955,25.839,NA,4.44,5,71.951,NA,28.067,NA,615.01,0.328,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,20,60,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,1500,0,1500,0,"mainland",0,0,"Afrotropical",4,43.66446858,2.07371835034612
"gerbilliRobustus","","","","Gerbilliscus robustus","Gerbilliscus","robustus","","mammal","Rodentia","Muridae",94.495,1.585,200,NA,1509.638,NA,103.847,NA,129.214,25.557,NA,5.205,3.235,64.359,NA,26.989,NA,640.878,0.29,684.286,0,1,NA,NA,20,0,0,0,0,0,0,0,20,60,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,1500,0,1500,0,"mainland",1,0,"Afrotropical",3,36.98938674,1.97540882935733
"gerbilliBrantsii","","","","Gerbilliscus brantsii","Gerbilliscus","brantsii","","mammal","Rodentia","Muridae",82.205,1.56,200,NA,273.75,105.22,136.309,NA,159.042,22.733,NA,2.785,4,130.91,5.31,27.021,45,649.913,0.268,NA,0,1,0.001,NA,20,0,0,0,0,0,0,0,20,60,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",5,33.39865022,1.91489823367594
"gerbilliAfra","","","","Gerbilliscus afra","Gerbilliscus","afra","","mammal","Rodentia","Muridae",83.465,1.56,200,NA,2080.5,69.13,152,115,92.28,23,NA,3.92,6.5,77.826,4.5,27.362,NA,682.291,0.27,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,20,60,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",1,33.77307256,1.92150439771773
"gerbilliValidus","","","","Gerbilliscus validus","Gerbilliscus","validus","","mammal","Rodentia","Muridae",113,1.649,200,NA,1825,92.55,98.917,99,117.55,25,NA,4.3,2,108.925,NA,28.929,30,627.211,0.32,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,20,60,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",2,42.16976601,2.05307844348342
"gerbilliLeucogas","","","","Gerbilliscus leucogaster","Gerbilliscus","leucogaster","","mammal","Rodentia","Muridae",133.8,2.155,200,NA,1061.542,NA,106.948,NA,143.658,28.37,NA,4.52,3.213,70.588,2.795,28.098,19,620.434,0.351,175,0,1,NA,NA,20,0,0,0,0,0,0,0,20,60,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",1,0,"Afrotropical",4,47.72870879,2.1264561134318
"gerbilliKempi","","","","Gerbilliscus kempi","Gerbilliscus","kempi","","mammal","Rodentia","Muridae",113,1.803,200,NA,1825,98.979,98.959,99,124.288,25.33,NA,4.3,2,81.072,NA,26.803,30,680.226,0.32,642.18,0,1,NA,NA,20,0,0,0,0,0,0,0,20,60,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",3,42.16976601,2.05307844348342
"gerbilliGuineae","","","","Gerbilliscus guineae","Gerbilliscus","guineae","","mammal","Rodentia","Muridae",102.5,1.722,200,NA,1589.961,NA,104.767,NA,130.371,26.16,NA,4.288,2.759,70.286,NA,26.717,NA,645.771,0.303,NA,0,1,NA,NA,20,0,0,0,0,0,0,0,20,60,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",3,39.26083401,2.01072386539177
"gerbilluTytonis","","","","Gerbillurus tytonis","Gerbillurus","tytonis","","mammal","Rodentia","Muridae",29.79,0.801,109.45,NA,1267.326,NA,88.916,NA,118.828,24.533,NA,4.4,3.345,52.182,1.895,29.261,13,523.541,0.153,1700,0,1,NA,NA,0,0,0,0,0,0,0,0,100,0,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",1,15.87253421,1.47407050321504
"gerbilluVallinus","","","","Gerbillurus vallinus","Gerbillurus","vallinus","","mammal","Rodentia","Muridae",37.02,0.828,109.23,NA,1291.33,NA,86.128,NA,113.911,24.403,NA,3.87,3.18,48.093,2,25.35,NA,515.426,0.173,NA,0,1,NA,NA,0,0,0,0,0,0,0,0,100,0,NA,NA,NA,NA,NA,"graze",1,0,0,1,0,NA,NA,NA,0,"mainland",0,0,"Afrotropical",3,18.61260017,1.56843641441689
